UnitId,GeographicArea,Gacc,WildlandRole,UnitType,Department,Agency,Parent,Country,State,Code,Name,OrgCode,Address,Phone,Email,Started,Modified
USAKNRS,AK,USAKACC,Incident Host Geographic,US State,AK,DVF,,US,AK,NRS,Northern Region Office,,   Alaska ,,,,20030331
USAKNSFX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,NSFX,North Star Volunteer Fire Department,,   Alaska ,,,20050222,20051123
USAKNWTX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,NWTX,Northway Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKOHKX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,OHKX,Old Harbor Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKPAK,AK,USAKACC,Fire/Radio Caches,US State,AK,DVF,,US,AK,PAK,Palmer Supply Facility,,   Alaska ,907-761-6257,,20081105,20081105
USAKPRI,AK,USAKACC,Incident Host Geographic,Non-Government,NG,PRI,,US,AK,PRI,Alaska Private Lands,,Alaska State Capitol Building Third Floor  Juneau Alaska 99811-0001,9074652111,governor@gov.state.ak.us,20140708,20140708
USAKR10,AK,USAKACC,Incident Host Geographic,US Federal,USDA,FS,,US,AK,R10,Alaska Regional Office,,   Alaska ,,,,20060601
USAKR7R,AK,USAKACC,Incident Host Geographic,US Federal,DOI,FWS,,US,AK,R7R,"Regional Office, Region 7",,   Alaska ,,,,19700101
USAKSACX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SACX,Sapa Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKSAN,AK,USAKACC,Resource Provider Only,Non-Government,NG,ANC,,US,AK,SAN,Sealaska Regional Native Corporation,,Sealaska Corporation 1 Sealaska Plaza Ste 420 Juneau Alaska 99801,9075861512,,20140917,20140917
USAKSCS,AK,USAKACC,Incident Host Geographic,US State,AK,DVF,,US,AK,SCS,Coastal Region Office,,   Alaska ,,,,20030331
USAKSEAX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SEAX,South Fork Volunteer Fire Department,,   Alaska ,907-696-8414,,20081105,20081105
USAKSECC,AK,USAKACC,Dispatch/Coordination Center,US State,AK,,,US,AK,SECC,State Emergency Coordination Center,,"PO Box 5750, Ft. Richardson, AK 99505   Alaska ",(907)428-7000,,20081006,20081006
USAKSEKX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SEKX,Seldovi Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKSFFX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SFFX,Salcha Fire & Rescue,,   Alaska ,,,20050222,20050222
USAKSFK,AK,USAKACC,Fire/Radio Caches,US State,AK,DVF,,US,AK,SFK,State Fire Warehouse,,   Alaska ,,,20061128,20061129
USAKSFKX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SFKX,Seward Fire Department,,   Alaska ,,,20050218,20051123
USAKSIP,AK,USAKACC,Incident Host Geographic,US Federal,DOI,NPS,,US,AK,SIP,Sitka National Historic Park,,103 Monastery Street  Sitka Alaska 99835,9077476281,,,20160302
USAKSKHX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SKHX,Skagway Volunteer Fire Department,,"PO Box 421  Skagway, AK  99840   Alaska ",907-983-2450,,20090623,20090623
USAKSKSX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SKSX,Sitka Fire Department,,   Alaska ,,,20101102,20101126
USAKSTCX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,STCX,Strelna Volunteer Fire Department,,   Alaska ,,,20101102,20101126
USAKSTMX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,STMX,Sutton Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKSVFX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,SVFX,Steese Volunteer Fire Department,,   Alaska ,,,20050222,20051123
USAKSWR,AK,USAKACC,Incident Host Geographic,US Federal,DOI,FWS,,US,AK,SWR,Selawik National Wildlife Refuge,,   Alaska ,,,,20030331
USAKSWS,AK,USAKACC,Incident Host Geographic,US State,AK,DVF,,US,AK,SWS,Southwest Area Forestry,,   Alaska ,,,,20030331
USAKTAD,AK,USAKACC,Incident Host Geographic,US Federal,DOI,BLM,,US,AK,TAD,Alaska Fire Service - Tanana Zone,,   Alaska ,,,,20030331
USAKTAS,AK,USAKACC,Incident Host Geographic,US State,AK,DVF,,US,AK,TAS,Tok Area Forestry,,   Alaska ,,,,20030331
USAKTASC,AK,USAKACC,Dispatch/Coordination Center,US State,AK,DVF,,US,AK,TASC,Tok Area Forestry Dispatch,,   Alaska ,,,,20030331
USAKTER,AK,USAKACC,Incident Host Geographic,US Federal,DOI,FWS,,US,AK,TER,Tetlin National Wildlife Refuge,,   Alaska ,,,,20030331
USAKTGR,AK,USAKACC,Incident Host Geographic,US Federal,DOI,FWS,,US,AK,TGR,Togiak National Wildlife Refuge,,   Alaska ,,,,20030331
USAKTKMX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,TKMX,Talkeetna Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKTKTX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,TKTX,Tok Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKTLCX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,TLCX,Tolsona Volunteer Fire Department,,   Alaska ,,,20101102,20101126
USAKTNF,AK,USAKACC,Incident Host Geographic,US Federal,USDA,FS,,US,AK,TNF,Tongass National Forest,,   Alaska ,,,,20030331
USAKTNFC,AK,USAKACC,Dispatch/Coordination Center,US Federal,USDA,FS,,US,AK,TNFC,Tongass National Forest Dispatch,,   Alaska ,,,,20030331
USAKTTCX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,TTCX,Tatilik Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKTVFX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,TVFX,Tri-Valley Volunteer Fire Department,,   Alaska ,,,20081105,20081105
USAKUFFX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,UFFX,University of Alaska Fire Department,,   Alaska ,,,20050222,20051123
USAKUYD,AK,USAKACC,Incident Host Geographic,US Federal,DOI,BLM,,US,AK,UYD,Alaska Fire Service - Upper Yukon Zone,,   Alaska ,,,,20030331
USAKVACX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,VACX,Valdez Volunteer Fire Department,,   Alaska ,,,20050218,20051123
USAKVYMX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,VYMX,Victory Volunteer Fire Department,,   Alaska ,,,20050218,20060601
USAKWBKX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,WBKX,Woman's Bay Volunteer Fire Department,,   Alaska ,,,20050218,20060601
USAKWEPG,AK,USAKACC,Incident Host Geographic,US Federal,DOI,NPS,,US,AK,WEPG,Western Alaska Park Group,,PO Box 9  Denali Park Alaska 99755,9076832294,,,20160302
USAKWHKX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,WHKX,Whittier Volunteer Fire Department,,   Alaska ,,,20101104,20101126
USAKWLMX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,WLMX,Willow Volunteer Fire Department,,   Alaska ,,,20050218,20060601
USAKWSP,AK,USAKACC,Incident Host Geographic,US Federal,DOI,NPS,,US,AK,WSP,Wrangell-St. Elias National Park & Preserve,,PO Box 439  Copper Center Alaska 99573,9078825234,,,20160302
USAKWVMX,AK,USAKACC,Incident Host Geographic,US County/Local,AK,C&L,,US,AK,WVMX,Wolverine Volunteer Fire Department,,   Alaska ,,,20050218,20060601
USAKWXW,AK,USAKACC,Incident Host Geographic,US Federal,DOC,NWS,,US,AK,WXW,Alaska Region Headquarters,,222 West 7th Avenue #23  Anchorage Alaska 99513,9072715088,,20060908,20180925
USAKYCP,AK,USAKACC,Incident Host Geographic,US Federal,DOI,NPS,,US,AK,YCP,Yukon-Charley Rivers National Preserve,,4175 Geist Road  Fairbanks Alaska 99709-3420,9074575752,,,20160302
USAKYDR,AK,USAKACC,Incident Host Geographic,US Federal,DOI,FWS,,US,AK,YDR,Yukon Delta National Wildlife Refuge,,   Alaska ,,,,20030331
USAKYFR,AK,USAKACC,Incident Host Geographic,US Federal,DOI,FWS,,US,AK,YFR,Yukon Flats National Wildlife Refuge,,   Alaska ,,,,20030331
USAKYTDC,AK,USAKACC,Dispatch/Coordination Center,US Federal,DOI,BLM,,US,AK,YTDC,Alaska Fire Service - Yukon Tanana Dispatch,,PO Box 35005  Fort Wainwright Alaska 99703,8002373652,,,20180925
USALAIC,SA,USGASAC,Dispatch/Coordination Center,Interagency,,,,US,AL,AIC,Alabama Interagency Coordination Center,,   Alabama ,,,,20030331
USALALF,SA,USGASAC,Incident Host Geographic,US Federal,USDA,FS,,US,AL,ALF,National Forests in Alabama,,   Alabama ,,,,20030331
USALALFN,SA,USGASAC,Incident Host Geographic,Non-Government,NG,TNC,,US,AL,ALFN,Alabama Field Office,,"2100 1st Ave. North, Suite 500  Birmingham Alabama 35203",2052514444,,20050224,20161129
USALALS,SA,USGASAC,Incident Host Geographic,US State,AL,FC,,US,AL,ALS,Alabama Forestry Commission,,   Alabama ,,,,20030331
USALBOR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,BOR,Bon Secour National Wildlife Refuge,,   Alabama ,,,,20030331
USALBWR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,BWR,Sauta Cave National Wildlife Refuge,,   Alabama ,,,,20120425
USALCHR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,CHR,Choctaw National Wildlife Refuge,,   Alabama ,,,,20030331
USALCRR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,CRR,Cahaba River National Wildlife Refuge,,   Alabama ,,,20040520,20041104
USALDESR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,DESR,Alabama Ecological Services Field Office,,"1208 B Main Street, Daphne, Alabama 36526-4419   Alabama ",251 441-5181,,20100813,20120424
USALEFR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,EFR,Eufaula National Wildlife Refuge,,   Alabama ,,,,20030331
USALFEM,SA,USGASAC,Incident Host Functional,US State,ST/L,FFC,,US,AL,FEM,Alabama Emergency Management Agency,,5898 County Road 41  Clanton Alabama 35046,2052802200,,20180613,20180629
USALFER,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,FER,Fern Cave National Wildlife Refuge,,   Alabama ,,,,20030331
USALHBP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AL,HBP,Horseshoe Bend National Military Park,,   Alabama ,,,,20060321
USALKCR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,KCR,Key Cave National Wildlife Refuge,,"2700 Refuge Headquarters Road  Decatur, AL 35603   Alabama ",256/353 7243,FW4RWWheeler@fws.gov,20140307,20140307
USALLRP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AL,LRP,Little River Canyon National Preserve,,   Alabama ,,,,20060321
USALMAAQ,SA,USGASAC,Incident Host Geographic,US Federal,DOD,USAF,,US,AL,MAAQ,Maxwell Air Force Base,,851 1st St.  Maxwell AFB Alabama 36110,3349537222,roger.kennedy.1@us.af.mil,20170719,20170719
USALMLR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,MLR,Mountain Longleaf National Wildlife Refuge,,   Alabama ,,,20040520,20050204
USALPCT,SA,USGASAC,Incident Host Geographic,Tribe,,,,US,AL,PCT,Poarch Creek Tribe,,   Alabama ,,,20050121,20050121
USALPRI,SA,USGASAC,Incident Host Geographic,Non-Government,NG,PRI,,US,AL,PRI,Alabama Private Lands,,600 Dexter Avenue  Montgomery Alabama 36130,3342427100,governorrobertbentley@governor.state.al.us,20140708,20140708
USALRUP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AL,RUP,Russell Cave National Monument,,   Alabama ,,,,20030331
USALSMP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AL,SMP,Selma to Montgomery National Historic Trail,,"7002 US Highway 80 W, PO Box 595, Hayneville, AL  36040   Alabama ",334-877-1983,,20140113,20140115
USALSRS,SA,USGASAC,Incident Host Geographic,US Federal,USDA,FS,,US,AL,SRS,Southern Research Station,,   Alabama ,,,20061117,20061117
USALTAP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AL,TAP,Tuskegee Airmen National Historic Site,,   Alabama ,,,,20030331
USALTUP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AL,TUP,Tuskegee Institute National Historic Site,,   Alabama ,,,,20030331
USALWAR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,WAR,Watercress Darter National Wildlife Refuge,,   Alabama ,,,,20030331
USALWLR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AL,WLR,Wheeler National Wildlife Refuge,,   Alabama ,,,,20030331
USARAOC,SA,USGASAC,Dispatch/Coordination Center,Interagency,,,,US,AR,AOC,Arkansas-Oklahoma Interagency Coordination Center,,110 Indiana Street  Hot Springs Arkansas 71901,5013215232,aoiccdispatch@gmail.com,,20171115
USARARFN,SA,USGASAC,Incident Host Geographic,Non-Government,IA/GC,,,US,AR,ARFN,Arkansas Field Office,,   Arkansas ,,,20050224,20120221
USARARP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,ARP,Arkansas Post National Monument,,   Arkansas ,,,,20030331
USARARS,SA,USGASAC,Incident Host Geographic,US State,AR,FC,,US,AR,ARS,Arkansas Forestry Commission,,   Arkansas ,,,,20030331
USARBGR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,BGR,Big Lake National Wildlife Refuge,,   Arkansas ,,,,20030331
USARBKR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,BKR,Bald Knob National Wildlife Refuge,,   Arkansas ,,,20040520,20040709
USARBUP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,BUP,Buffalo National River,,   Arkansas ,,,,20030331
USARBUPC,SA,USGASAC,Dispatch/Coordination Center,US Federal,DOI,NPS,,US,AR,BUPC,Buffalo National River Zone Dispatch,,   Arkansas ,,,20040803,20040803
USARCER,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,CER,Central Arkansas Refuges Complex,,   Arkansas ,,,20090415,20090415
USARCESR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,CESR,Arkansas Ecological Services Field Office,,"110 South Amity Suite 300, Conway, Arkansas 72032-8975   Arkansas ",501 513-4470,,20100813,20120424
USARCHPC,SA,USGASAC,Dispatch/Coordination Center,US Federal,DOI,NPS,,US,AR,CHPC,Chickasaw National Recreation Area Dispatch,,   Arkansas ,,,20040803,20050204
USARCHSP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,CHSP,Central High School National Historic Site,,   Arkansas ,,,20080613,20100930
USARCRR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,CRR,Cache River National Wildlife Refuge,,   Arkansas ,,,,20030331
USARFEM,SA,USGASAC,Incident Host Functional,US State,,,,US,AR,FEM,Arkansas Department of Emergency Management,,Building 9501 Camp Joseph T. Robinson  North Little Rock Arkansas 72199,5016836700,,20180613,20180629
USARFSP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,FSP,Fort Smith National Historic Site,,   Arkansas ,,,,20030331
USARFSR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,FSR,Felsenthal National Wildlife Refuge,,   Arkansas ,,,,20030331
USARFSRC,SA,USGASAC,Dispatch/Coordination Center,US Federal,DOI,FWS,,US,AR,FSRC,Felsenthal National Wildlife Refuge Dispatch,,   Arkansas ,,,20040803,20060601
USARGFFH,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,GFFH,Greers Ferry National Fish Hatchery,,"349 Hatchery Road Heber Springs, Arkansas 72543-9451   Arkansas ",501 362-3615,,20100813,20120424
USARHLR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,HLR,Holla Bend National Wildlife Refuge,,   Arkansas ,,,,20030331
USARHOP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,HOP,Hot Springs National Park,,   Arkansas ,,,,20030331
USARHSK,SA,USGASAC,Fire/Radio Caches,US Federal,USDA,FS,,US,AR,HSK,Hot Springs Local Support Cache,,   Arkansas ,,,20060707,20070110
USARJCP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,JCP,President William Jefferson Clinton Birthplace Home National Historic Site,,   Arkansas ,,,20120221,20120520
USARLMBR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,LMBR,Louisiana Migratory Bird Program,,"215 W Front Street, Lonoke, Arkansas 72086   Arkansas ",501 676-3122,,20120424,20120424
USARLOR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,LOR,Logan Cave National Wildlife Refuge,,   Arkansas ,,,,20030331
USARLRAQ,SA,USGASAC,Incident Host Geographic,US Federal,DOD,USAF,,US,AR,LRAQ,Little Rock Air Force Base,,787 6th Street  Little Rock AFB Arkansas 72099,5019873681,roger.kennedy.1@us.af.mil,20170719,20170719
USARLRW,SA,USGASAC,Incident Host Geographic,US Federal,DOC,NWS,,US,AR,LRW,Little Rock Weather Forecast Office,,   Arkansas ,,,20100406,20100406
USARMSFH,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,MSFH,Mammoth Springs National Fish Hatchery,,"302 Fish Hatchery Lane, Mammoth Spring, Arkansas 72554-0160   Arkansas ",870 625-3912,,20100813,20120424
USARNFFH,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,NFFH,Norfolk National Fish Hatchery,,"1414 Highway 177 South, Mountain Home, Arkansas 72653-9799   Arkansas ",870 499-5255,,20100813,20120424
USAROUF,SA,USGASAC,Incident Host Geographic,US Federal,USDA,FS,,US,AR,OUF,Ouachita National Forest,,   Arkansas ,,,,20030331
USAROVR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,OVR,Overflow National Wildlife Refuge,,   Arkansas ,,,,20030331
USAROZF,SA,USGASAC,Incident Host Geographic,US Federal,USDA,FS,,US,AR,OZF,Ozark-St. Francis National Forests,,605 West Main  Russellville Arkansas 72801,4799647200,,,20170816
USARPCR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,PCR,Pond Creek National Wildlife Refuge,,   Arkansas ,,,,20030331
USARPEP,SA,USGASAC,Incident Host Geographic,US Federal,DOI,NPS,,US,AR,PEP,Pea Ridge National Military Park,,   Arkansas ,,,,20030331
USARPRI,SA,USGASAC,Incident Host Geographic,Non-Government,NG,PRI,,US,AR,PRI,Arkansas Private Lands,,"State Capitol 500 Woodlane Street, Suite 250 Little Rock Arkansas 72201",5016822345,info@governor.arkansas.gov,20140708,20140708
USARSSFD,SA,USGASAC,Incident Host Geographic,Non-Government,AR,C&L,,US,AR,SSFD,Siloam Springs Fire Department,,   Arkansas ,,,20070314,20070314
USARWHR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,WHR,Dale Bumpers White River National Wildlife Refuge,,57 South CC Camp Road  St. Charles Arkansas 72140,8702828200,whiteriver@fws.gov,,20171115
USARWPR,SA,USGASAC,Incident Host Geographic,US Federal,DOI,FWS,,US,AR,WPR,Wapanocca National Wildlife Refuge,,   Arkansas ,,,,20030331
USASNPX,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,AS,NPX,National Park of American Samoa,,National Park of American Samoa  Pago Pago American Samoa 96799,6846337082,NPSA_Administration@nps.gov,20041214,20160328
USASPPOW,CA,USCAONCC,Incident Host Geographic,US Federal,DOC,NWS,,US,AS,PPOW,Weather Service Office Pago Pago,,Pago Pago  American Samoa American Samoa 96799,6846999130,w-prh.webmaster@noaa.gov,20041214,20161121
USAZA1S,SW,USNMSWC,Incident Host Geographic,US State,ST/L,SF,,US,AZ,A1S,Arizona Department of Forestry and Fire Management - Northern District,,3650 Lake Mary Road  Flagstaff Arizona 86001,5206285480,aidc@azsf.gov,20160110,20180409
USAZA2S,SW,USNMSWC,Incident Host Geographic,US State,ST/L,SF,,US,AZ,A2S,Arizona Department of Forestry and Fire Management - Northeast District,,3048 E. White Mountain Blvd  Pinetop Arizona 85935,9283670313,aidc@azsf.gov,20160110,20180409
USAZA3S,SW,USNMSWC,Incident Host Geographic,US State,ST/L,SF,,US,AZ,A3S,Arizona Department of Forestry and Fire Management - Southeast District,,3740 E. 43rd Place  Tucson Arizona 85713,5206285480,aidc@azsf.gov,20160110,20180409
USAZA4S,SW,USNMSWC,Incident Host Geographic,US State,ST/L,SF,,US,AZ,A4S,Arizona Department of Forestry and Fire Management - Central District,,3700 E 16th Ave.  Apache Junction Arizona 85119,6024450274,aidc@azsf.gov,20160110,20180417
USAZA5S,SW,USNMSWC,Incident Host Geographic,US State,ST/L,SF,,US,AZ,A5S,Arizona Department of Forestry and Fire Management - Northwest District,,1133 W. Road 3 North  Chino Valley Arizona 86323,9287789567,aidc@azsf.gov,20160110,20180409
USAZADC,SW,USNMSWC,Dispatch/Coordination Center,Interagency,,,,US,AZ,ADC,Arizona Interagency Dispatch Center,,   Arizona ,,,20061218,20061218
USAZADEM,SW,USNMSWC,Incident Host Geographic,US State,AZ,HQ,,US,AZ,ADEM,Arizona Department of Emergency Management,,"Phoenix, AZ   Arizona ",1-800-411-2336,,20090603,20090603
USAZADL,SW,USNMSWC,Resource Provider Only,US County/Local,AZ,C&L,,US,AZ,ADL,Avondale Fire Department,,1825 N 107th Ave  Avondale Arizona 85392,6233336000,,20090603,20180516
USAZADOC,SW,USNMSWC,Incident Host Geographic,US State,AZ,DC,,US,AZ,ADOC,Arizona Department of Corrections,,"Phoenix, AZ   Arizona ",602-542-5497,,20090603,20090603
USAZADOT,SW,USNMSWC,Incident Host Geographic,US State,AZ,HQ,,US,AZ,ADOT,Arizona Department of Transportation,,"Phoenix, AZ   Arizona ",602-712-6700,,20090603,20090603
USAZAGL,SW,USNMSWC,Incident Host Geographic,US County/Local,AZ,C&L,,US,AZ,AGL,Aguila Fire District,,"Aguila, AZ   Arizona ",928-685-3469,,20090603,20090603
USAZAPJ,SW,USNMSWC,Resource Provider Only,US County/Local,AZ,C&L,,US,AZ,APJ,Superstition Fire/Medical District,,565 N Idaho Road  Apache Junction Arizona 85119,4809824440,roger.wood@ajfire.org,20090603,20140602
USAZAPN,SW,USNMSWC,Incident Host Geographic,US County/Local,AZ,C&L,,US,AZ,APN,Alpine Fire District,,"Alpine, AZ   Arizona ",928-339-4814,,20090603,20090603
